name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date
"OYO 3726 Tembok Batu ResidenceSleman, 
 
 
 ",Sleman,Free Wifi,8.4,Luar Biasa,23,258.202,5,191.328,153,1,08-12-2021
"OYO 2268 Tim-tim HomestayMlati, 
 
 
 ",Mlati,Free Wifi,8.2,Luar Biasa,2,106.909,5,79.220,63,1,08-12-2021
"Cempaka HotelMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.8,Luar Biasa,1,214.175,5,100.716,80,1,08-12-2021
"RedDoorz Plus @ Jalan Damai 2Sleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,5,236.842,5,202.500,162,1,08-12-2021
"RedDoorz near Kampus 3 UTY YogyakartaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,8.4,Luar Biasa,1,260.000,5,135.850,108,1,08-12-2021
"D'Paragon Seturan 3Sleman, 
 
 
 ",Sleman,No,,,,189.473,5,180.000,144,1,08-12-2021
"Liberta MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.6,Istimewa,1,509.263,5,387.040,309,1,08-12-2021
"RedDoorz Plus near Alun Alun Selatan 2Mantrijeron, 
 
 
 ",Mantrijeron,Free Wifi,8.9,Luar Biasa,19,276.315,5,144.375,115,1,08-12-2021
"OYO 194 Hotel Sapta Gria Near RS BethesdaGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,9.8,Istimewa,4,229.372,5,169.965,135,1,08-12-2021
"D'Paragon PringwulungSleman, 
 
 
 ",Sleman,No,8.0,Sangat Baik,1,157.473,5,149.600,119,1,08-12-2021
"RedDoorz Plus @ Terban ResidenceGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,9.4,Istimewa,6,320.968,5,268.330,214,1,08-12-2021
"Hotel Mataram 2 MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,7.5,Sangat Baik,50,429.230,35,279.000,223,1,08-12-2021
"Hotel Bladok & Restaurant MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.0,Luar Biasa,66,255.000,22,200.000,160,1,08-12-2021
"OYO 586 Hotel Wijaya Near RSUD PrambananSleman, 
 
 
 ",Sleman,Free Wifi,7.9,Sangat Baik,8,165.416,5,122.574,98,1,08-12-2021
"OYO 1626 Alena Residence Near RS Ludira Husada TamaGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.3,Istimewa,6,339.588,5,251.635,201,1,08-12-2021
"Puri Sidikan Inn RedPartnerUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,,,,337.414,5,176.299,141,1,08-12-2021
"RedDoorz near Jombor Bus StationSleman, 
 
 
 ",Sleman,Free Wifi,7.6,Sangat Baik,1,297.990,5,155.700,124,1,08-12-2021
"OYO 611 The Edwin SyariahBantul, 
 
 
 ",Bantul,Free Wifi,9.7,Istimewa,5,235.205,5,223.445,178,1,08-12-2021
"RedDoorz near XT Square 2Umbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,6.6,Baik,6,240.158,5,125.483,100,1,08-12-2021
"Ros In HotelBantul, 
 
 
 ",Bantul,Free Wifi,8.0,Sangat Baik,43,411.284,5,351.648,281,1,08-12-2021
"RedDoorz Plus @ Demangan GejayanSleman, 
 
 
 ",Sleman,Free Wifi,9.9,Istimewa,5,223.086,5,186.500,149,1,08-12-2021
"RedDoorz @ Wisma Putra Jaya KaliurangSleman, 
 
 
 ",Sleman,Free Wifi,7.1,Sangat Baik,7,378.947,5,198.000,158,1,08-12-2021
"Paku Mas HotelSleman, 
 
 
 ",Sleman,Free Wifi,9.0,Luar Biasa,73,387.947,5,368.550,294,1,08-12-2021
"Hotel Safara YogyakartaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,8.0,Sangat Baik,3,260.160,5,148.291,118,1,08-12-2021
"RedDoorz near Lippo Mall YogyakartaGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,9.6,Istimewa,1,258.631,5,135.135,108,1,08-12-2021
"RedDoorz @ PrawirotamanMergangsan, 
 
 
 ",Mergangsan,Free Wifi,9.0,Luar Biasa,6,776.729,5,405.841,324,1,08-12-2021
Alimar Hotel ,Klojen,Free Wifi,8.6,Luar Biasa,121,453.846,35,236.000,188,1,08-12-2021
"Regents ParkKlojen, 
 
 
 ",Klojen,Free Wifi,8.9,Luar Biasa,122,688.000,24,319.883,255,1,08-12-2021
"Senyum World HotelBatu, 
 
 
 ",Batu,Free Wifi,9.1,Istimewa,232,661.052,5,628.000,502,1,08-12-2021
Shanaya Resort ,Karangploso,No,8.6,Luar Biasa,13,526.315,5,400.000,320,1,08-12-2021
"Kontena HotelBatu, 
 
 
 ",Batu,Free Wifi,8.9,Luar Biasa,45,552.223,5,393.459,314,1,08-12-2021
"Rayz UMM HotelDau, 
 
 
 ",Dau,Free Wifi,9.2,Istimewa,42,1.078.210,5,717.010,573,1,08-12-2021
"The Batu Hotel & VillasBatu, 
 
 
 ",Batu,Free Wifi,8.5,Luar Biasa,112,819.736,5,623.000,498,1,08-12-2021
Everyday Smart Hotel ,Lowokwaru,Free Wifi,8.1,Luar Biasa,556,590.736,5,269.376,215,1,08-12-2021
"Ascent Premiere Hotel and ConventionKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,8.1,Luar Biasa,198,905.846,35,382.720,306,1,08-12-2021
MaxOne Ascent Hotel ,Klojen,Free Wifi,8.4,Luar Biasa,302,1.384.615,35,585.000,468,1,08-12-2021
eL Hotel Grande ,Karangploso,Free Wifi,8.2,Luar Biasa,110,513.501,5,336.600,269,1,08-12-2021
"Urbanview Hotel Omah Anin BatuBatu, 
 
 
 ",Batu,Free Wifi,9.4,Istimewa,47,358.947,5,313.720,250,1,08-12-2021
The Himana ,Klojen,Free Wifi,8.6,Luar Biasa,144,473.684,5,270.000,216,1,08-12-2021
"Hotel Batu PermaiBatu, 
 
 
 ",Batu,Free Wifi,8.8,Luar Biasa,121,447.368,5,340.000,272,1,08-12-2021
"RedDoorz near Jawa Timur Park 2Batu, 
 
 
 ",Batu,Free Wifi,9.0,Luar Biasa,28,263.422,5,137.638,110,1,08-12-2021
"D'Paragon Bukit DiengSukun, 
 
 
 ",Sukun,No,9.6,Istimewa,2,180.000,5,171.000,136,1,08-12-2021
"eL Hotel Kartika Wijaya BatuBatu, 
 
 
 ",Batu,Free Wifi,8.3,Luar Biasa,98,1.700.000,16,800.800,640,1,08-12-2021
"Kapal Garden Hotel by UMMDau, 
 
 
 ",Dau,Free Wifi,9.4,Istimewa,60,558.461,35,235.950,188,1,08-12-2021
Hotel Tidar Manage by Ascent ,Dau,Free Wifi,8.3,Luar Biasa,39,523.076,35,221.000,176,1,08-12-2021
Front One Boutique Baluran ,Klojen,Free Wifi,8.8,Luar Biasa,23,736.842,5,308.000,246,1,08-12-2021
Ubud Hotel & Cottages ,Sukun,Free Wifi,8.8,Luar Biasa,96,454.545,23,349.500,279,1,08-12-2021
"Onyo Sigura-gura InnSukun, 
 
 
 ",Sukun,Free Wifi,7.9,Sangat Baik,17,80.000,35,52.000,41,1,08-12-2021
Hotel Santosa ,Klojen,Free Wifi,7.6,Sangat Baik,84,198.000,25,118.800,95,1,08-12-2021
Three Eight Front One Boutique Batu ,Batu,Free Wifi,9.2,Istimewa,78,350.000,19,228.000,182,1,08-12-2021
"Riverstone Hotel & CottageBatu, 
 
 
 ",Batu,Free Wifi,9.2,Istimewa,5,347.368,5,247.500,198,1,08-12-2021
Front One Budget ,Lowokwaru,Free Wifi,9.1,Istimewa,11,751.578,5,428.400,342,1,08-12-2021
"Villa Klub Bunga 4 Bedrooms near Jatim ParkBatu, 
 
 
 ",Batu,Free Wifi,9.6,Istimewa,1,1.983.789,5,1.507.680,1206,1,08-12-2021
"Royal Orchids Garden HotelBatu, 
 
 
 ",Batu,Free Wifi,8.1,Luar Biasa,88,1.194.947,5,533.544,426,1,08-12-2021
"Great Star Premium HomestayBlimbing, 
 
 
 ",Blimbing,Free Wifi,9.1,Istimewa,6,459.058,35,193.952,155,1,08-12-2021
Votel Nirmala Hotel ,Kedungkandang,Free Wifi,6.2,,6.2,378.947,5,198.000,158,1,08-12-2021
"Shinta Guest HouseKlojen, 
 
 
 ",Klojen,Free Wifi,8.6,Luar Biasa,82,170.526,5,129.600,103,1,08-12-2021
"Grand Dream Cita Mandiri SyariahBatu, 
 
 
 ",Batu,Free Wifi,9.4,Istimewa,8,401.538,35,208.800,167,1,08-12-2021
"Linn's Guest HouseLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.0,Luar Biasa,37,198.289,35,128.888,103,1,08-12-2021
"Giri Palma Hotel by eCommerceLokaDau, 
 
 
 ",Dau,Free Wifi,9.2,Istimewa,4,700.105,5,266.040,212,1,08-12-2021
"Bima Guest HouseKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,8.4,Luar Biasa,3,290.000,5,151.525,121,1,08-12-2021
"D'Fresh Hotel & RestoLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,7.9,Sangat Baik,56,500.000,14,258.000,206,1,08-12-2021
"Comfy Homestay SyariahDau, 
 
 
 ",Dau,Free Wifi,9.1,Istimewa,4,83.363,5,63.356,50,1,08-12-2021
"De Lobby Suite HotelBatu, 
 
 
 ",Batu,Free Wifi,9.4,Istimewa,68,650.000,35,425.000,340,1,08-12-2021
"Homey Homestay SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.3,Istimewa,18,121.838,35,67.316,53,1,08-12-2021
"Joyo Homestay SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.2,Istimewa,15,98.520,5,79.555,63,1,08-12-2021
"OYO Flagship 90723 Berlima Guest HousePakis, 
 
 
 ",Pakis,Free Wifi,,,,202.387,5,149.969,119,1,08-12-2021
"Villa 2 Bedrooms Near Museum Angkut No. 7Batu, 
 
 
 ",Batu,Free Wifi,,,,778.105,5,591.360,473,1,08-12-2021
"Villa 2 Bedrooms Near Jatim Park 2 No. C5Batu, 
 
 
 ",Batu,No,7.6,Sangat Baik,2,778.105,5,480.480,384,1,08-12-2021
"Radz Homestay SyariahKlojen, 
 
 
 ",Klojen,Free Wifi,8.4,Luar Biasa,6,106.097,5,85.674,68,1,08-12-2021
"Sukun Homestay SyariahSukun, 
 
 
 ",Sukun,Free Wifi,7.5,Sangat Baik,13,109.653,35,57.020,45,1,08-12-2021
"Griya Joyo 1 SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.0,Luar Biasa,9,98.520,5,79.555,63,1,08-12-2021
"Darmo HomestayBatu, 
 
 
 ",Batu,Free Wifi,9.0,Luar Biasa,150,338.461,35,132.000,105,1,08-12-2021
"RedDoorz Syariah near Batu Night Spectacular 2Batu, 
 
 
 ",Batu,Free Wifi,,,,179.473,5,153.450,122,1,08-12-2021
"Khalila Homestay SyariahBatu, 
 
 
 ",Batu,Free Wifi,9.8,Istimewa,5,113.676,5,86.394,69,1,08-12-2021
Hotel Tosari ,Klojen,Free Wifi,7.1,Sangat Baik,100,170.500,27,99.000,79,1,08-12-2021
"Maharaja Homestay SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.4,Istimewa,11,121.838,35,63.356,50,1,08-12-2021
"Griya Joyo 2 SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.8,Istimewa,12,121.254,5,97.913,78,1,08-12-2021
"OYO 90151 Guest House 180Batu, 
 
 
 ",Batu,Free Wifi,,,,249.237,5,184.685,147,1,08-12-2021
"OYO 90217 Cmb 37 Guest HouseMojolangu, 
 
 
 ",Mojolangu,Free Wifi,,,,314.826,5,233.286,186,1,08-12-2021
Villa Kebon Jeruk ,Dau,Free Wifi,,,,1.176.631,5,447.120,357,1,08-12-2021
"Villa Mutiara PandermanBatu, 
 
 
 ",Batu,No,,,,1.353.846,35,572.000,457,1,08-12-2021
Hotel Tugu ,Klojen,Free Wifi,9.8,Istimewa,6,3.320.777,5,1.261.895,1009,1,08-12-2021
RedDoorz near Taman Krida Budaya ,Lowokwaru,Free Wifi,9.4,Istimewa,21,243.421,5,208.125,166,1,08-12-2021
"Villa 2 Bedrooms Near Museum Angkut No. 5Batu, 
 
 
 ",Batu,Free Wifi,,,,795.789,5,604.800,483,1,08-12-2021
"Villa 2 Bedrooms Near Museum Angkut No. 10Batu, 
 
 
 ",Batu,Free Wifi,,,,795.789,5,491.400,393,1,08-12-2021
Dewarna Hotel Zainul Arifin ,Klojen,Free Wifi,7.6,Sangat Baik,24,224.736,5,213.500,170,1,08-12-2021
"RedDoorz Plus @ TlogomasLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,7.3,Sangat Baik,7,218.947,5,176.800,141,1,08-12-2021
"D'Paragon SonggolangitLowokwaru, 
 
 
 ",Lowokwaru,No,8.4,Luar Biasa,3,172.421,5,163.800,131,1,08-12-2021
RedDoorz Syariah near Universitas Negeri ,Lowokwaru,Free Wifi,9.1,Istimewa,15,236.842,5,209.250,167,1,08-12-2021
RedDoorz Syariah near RRI ,Lowokwaru,Free Wifi,9.9,Istimewa,7,297.001,5,155.183,124,1,08-12-2021
RedDoorz Plus near ,Klojen,Free Wifi,8.6,Luar Biasa,13,184.210,5,157.500,126,1,08-12-2021
"RedDoorz near Jawa Timur Park 3Batu, 
 
 
 ",Batu,Free Wifi,9.3,Istimewa,12,251.263,5,131.285,105,1,08-12-2021
"RedDoorz Syariah @ Soekarno Hatta Indah 2Lowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,8.1,Luar Biasa,3,197.073,5,174.115,139,1,08-12-2021
"RedDoorz Plus @ Panorama Villa BatuBatu, 
 
 
 ",Batu,Free Wifi,8.1,Luar Biasa,12,262.895,5,137.363,109,1,08-12-2021
"Adisa Homestay RedPartnerKlojen, 
 
 
 ",Klojen,Free Wifi,,,,299.684,5,156.585,125,1,08-12-2021
"Damar Boutique HotelLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.3,Istimewa,8,400.000,31,275.000,220,1,08-12-2021
RedDoorz Premium @ Jalan Cengkeh ,Lowokwaru,Free Wifi,8.3,Luar Biasa,5,333.469,5,294.620,235,1,08-12-2021
RedDoorz Plus @ Riverside ,Blimbing,Free Wifi,9.6,Istimewa,7,528.868,5,276.334,221,1,08-12-2021
"Tanto's House RedPartnerKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,8.8,Luar Biasa,3,266.315,5,235.290,188,1,08-12-2021
"OYO 3350 Cozy ResidenceLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,7.6,Sangat Baik,2,161.723,5,119.837,95,1,08-12-2021
"RedDoorz Plus near Brawijaya MuseumKlojen, 
 
 
 ",Klojen,Free Wifi,10I,stimewa,1,273.684,5,241.800,193,1,08-12-2021
"RedDoorz @ Jalan KedawungLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,6.8,Baik,1,251.447,5,131.381,105,1,08-12-2021
"RedDoorz near Dino ParkBatu, 
 
 
 ",Batu,Free Wifi,7.5,Sangat Baik,5,149.863,5,132.404,105,1,08-12-2021
Swiss-Belinn ,Klojen,Free Wifi,8.8,Luar Biasa,338,700.000,32,474.050,379,1,08-12-2021
"RedDoorz near Taman Rekreasi SelectaBatu, 
 
 
 ",Batu,Free Wifi,7.4,Sangat Baik,36,233.525,5,122.017,97,1,08-12-2021
"OYO 1108 Smart TlogomasLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.6,Istimewa,1,258.606,5,191.627,153,1,08-12-2021
"RedDoorz near Museum Angkut Batu 2Batu, 
 
 
 ",Batu,Free Wifi,9.2,Istimewa,12,206.053,5,107.663,86,1,08-12-2021
"Briggs Inn BatuBatu, 
 
 
 ",Batu,Free Wifi,9.2,Istimewa,4,369.473,5,351.000,280,1,08-12-2021
"Omahku Guest House RedPartnerBatu, 
 
 
 ",Batu,Free Wifi,8.0,Sangat Baik,1,320.968,5,167.706,134,1,08-12-2021
"Wisma Wisata WiratamaBatu, 
 
 
 ",Batu,Free Wifi,9.4,Istimewa,3,335.263,5,318.500,254,1,08-12-2021
"RedDoorz @ Bukit Dieng 2Sukun, 
 
 
 ",Sukun,Free Wifi,7.8,Sangat Baik,2,160.926,5,137.592,110,1,08-12-2021
"RedDoorz Syariah near Balai Kota BatuBatu, 
 
 
 ",Batu,Free Wifi,9.0,Luar Biasa,2,150.526,5,132.990,106,1,08-12-2021
favehotel ,Lowokwaru,Free Wifi,9.4,Istimewa,63,498.461,35,324.000,259,1,08-12-2021
"OYO 696 Hasanah Guest House Syariah De SaphireLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.0,Luar Biasa,2,283.209,5,209.858,167,1,08-12-2021
"RedDoorz near Kampung Warna WarniKlojen, 
 
 
 ",Klojen,Free Wifi,8.8,Luar Biasa,9,175.848,5,155.362,124,1,08-12-2021
"RedDoorz near Araya Family Club HousePakis, 
 
 
 ",Pakis,Free Wifi,6.4,,6.4,284.657,5,148.734,118,1,08-12-2021
"RedDoorz @ Jalan Danau LimbotoKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,10I,stimewa,1,262.895,5,137.363,109,1,08-12-2021
RedDoorz near Universitas Widyagama ,Lowokwaru,Free Wifi,,,,205.789,5,181.815,145,1,08-12-2021
"RedDoorz Syariah near Batu Night SpectacularBatu, 
 
 
 ",Batu,Free Wifi,9.4,Istimewa,10,220.000,5,194.370,155,1,08-12-2021
"RedDoorz near Brawijaya UniversityKlojen, 
 
 
 ",Klojen,No,9.5,Istimewa,10,291.316,5,152.213,121,1,08-12-2021
"Sweet Garden Boutique Guest HouseKlojen, 
 
 
 ",Klojen,Free Wifi,9.6,Istimewa,1,415.384,35,270.000,216,1,08-12-2021
"OYO 2771 D'soettaLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,10I,stimewa,1,189.937,5,140.744,112,1,08-12-2021
"Pertiwi Guest House RedPartnerBatu, 
 
 
 ",Batu,Free Wifi,8.8,Luar Biasa,2,583.356,5,304.804,243,1,08-12-2021
RedDoorz Syariah @ Klojen ,Klojen,Free Wifi,7.4,Sangat Baik,2,212.922,5,111.252,89,1,08-12-2021
"Nine Suites Syariah RedPartnerLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,,,,210.736,5,180.180,144,1,08-12-2021
"OYO 1454 111 ResidenceBatu, 
 
 
 ",Batu,Free Wifi,9.2,Istimewa,1,239.671,5,177.597,142,1,08-12-2021
"RedDoorz near Alun Alun BatuBatu, 
 
 
 ",Batu,Free Wifi,6.9,Baik,6,226.304,5,118.244,94,1,08-12-2021
"OYO 1293 Dei Residence ArjosariBlimbing, 
 
 
 ",Blimbing,Free Wifi,6.0,,6.0,204.477,5,151.518,121,1,08-12-2021
"Hotel Batu WonderlandBatu, 
 
 
 ",Batu,No,9.1,Istimewa,32,532.000,25,399.000,79,1,08-12-2021
"RedDoorz near Eco Green Park BatuBatu, 
 
 
 ",Batu,Free Wifi,4.4,,4.4,197.052,5,102.960,82,1,08-12-2021
"RedDoorz near Batik Tulis Celaket 2Klojen, 
 
 
 ",Klojen,Free Wifi,8.4,Luar Biasa,5,233.525,5,122.017,97,1,08-12-2021
"Omah Londo Hotel & Luxury ResortBatu, 
 
 
 ",Batu,Free Wifi,7.6,Sangat Baik,2,473.684,5,450.000,360,1,08-12-2021
"Dshario Hotel KepanjenKepanjen, 
 
 
 ",Kepanjen,Free Wifi,8.4,Luar Biasa,1,260.000,5,247.000,197,1,08-12-2021
"SPOT ON 1711 Serayu Sumbersari ResidenceLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,,,,102.601,5,76.027,60,1,08-12-2021
RedDoorz Hostel near ,Klojen,Free Wifi,9.0,Luar Biasa,3,548.307,35,196.020,156,1,08-12-2021
"Griya Gribig Guest House RedPartnerKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,,,,251.789,5,222.456,177,1,08-12-2021
"OYO 1665 Aurila Homestay SyariahMerjosari, 
 
 
 ",Merjosari,Free Wifi,8.0,Sangat Baik,1,191.828,5,142.145,113,1,08-12-2021
"RedDoorz Syariah @ Danau Kerinci SawojajarKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,9.0,Luar Biasa,2,252.000,5,131.670,105,1,08-12-2021
OYO 1851 Hotel ,Klojen,Free Wifi,5.8,,5.8,161.641,5,119.776,95,1,08-12-2021
"RedDoorz @ Danau BratanKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,6.8,Baik,2,203.368,5,179.676,143,1,08-12-2021
"Cia HomestayLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.6,Istimewa,1,198.947,5,189.000,151,1,08-12-2021
"Mitra Guest House Syariah RedPartnerBatu, 
 
 
 ",Batu,Free Wifi,10I,stimewa,9,299.912,5,264.973,211,1,08-12-2021
Tini's Guest House ,Klojen,Free Wifi,,,,304.210,5,158.950,127,1,08-12-2021
"Maniva Particael ResortBatu, 
 
 
 ",Batu,Free Wifi,9.0,Luar Biasa,2,787.368,5,673.200,538,1,08-12-2021
"KoolKost Syariah @ Taman Nusa IndahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,8.8,Luar Biasa,1,245.921,5,128.494,102,1,08-12-2021
"RedDoorz Plus near Balai Kota Batu 2Batu, 
 
 
 ",Batu,Free Wifi,8.0,Sangat Baik,1,244.084,5,127.534,102,1,08-12-2021
"OYO 3939 Omahkoe Guest House SyariahLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,10I,stimewa,1,250.745,5,185.802,148,1,08-12-2021
"OYO 3720 Homestay Gayatri JantiSukun, 
 
 
 ",Sukun,Free Wifi,,,,164.530,5,121.917,97,1,08-12-2021
"OYO 354 32 Guest HouseBatu, 
 
 
 ",Batu,Free Wifi,7.9,Sangat Baik,11,229.096,5,169.761,135,1,08-12-2021
"Alam Batu VillageBatu, 
 
 
 ",Batu,No,8.6,Luar Biasa,4,473.846,35,308.000,246,1,08-12-2021
"RedDoorz @ Soekarno Hatta 2Lowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.9,Istimewa,4,250.800,5,131.043,104,1,08-12-2021
RedDoorz Plus near Politeknik Negeri ,Lowokwaru,Free Wifi,9.8,Istimewa,12,255.227,5,218.219,174,1,08-12-2021
"OYO 3298 Bromo Guest House FamilyKepanjen, 
 
 
 ",Kepanjen,Free Wifi,8.4,Luar Biasa,1,186.382,5,138.109,110,1,08-12-2021
"SPOT ON 1870 Graha Batu Mulia SyariahBatu, 
 
 
 ",Batu,Free Wifi,,,,120.070,5,88.972,71,1,08-12-2021
"OYO 564 Bunga Matahari Guest House and HotelBatu, 
 
 
 ",Batu,Free Wifi,6.6,Baik,9,168.275,5,124.692,99,1,08-12-2021
"Semeru HostelKlojen, 
 
 
 ",Klojen,Free Wifi,,,,147.368,5,140.000,112,1,08-12-2021
"OYO 1194 Villa Bukit Panderman ResidenceBatu, 
 
 
 ",Batu,Free Wifi,9.0,Luar Biasa,4,572.310,5,424.082,339,1,08-12-2021
"Sofia Residence Syariah RedPartnerLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,9.6,Istimewa,9,216.757,5,113.256,90,1,08-12-2021
"RedDoorz @ LawangLawang, 
 
 
 ",Lawang,Free Wifi,8.6,Luar Biasa,3,235.625,5,123.114,98,1,08-12-2021
RedDoorz Syariah near Transmart MX ,Lowokwaru,Free Wifi,9.1,Istimewa,6,274.973,5,143.674,114,1,08-12-2021
"SPOT ON 2046 Villa HardiBatu, 
 
 
 ",Batu,Free Wifi,,,,151.923,5,112.575,90,1,08-12-2021
"OYO 528 Safa Guest HouseKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,5.9,,5.9,193.807,35,125.975,100,1,08-12-2021
"OYO 1468 SM HouseLowokwaru, 
 
 
 ",Lowokwaru,Free Wifi,,,,300.708,5,222.825,178,1,08-12-2021
RedDoorz near Sanan ,Purwantoro,Free Wifi,10I,stimewa,2,265.927,5,138.947,111,1,08-12-2021
"Villa Permata BatuBatu, 
 
 
 ",Batu,Free Wifi,8.0,Sangat Baik,1,497.234,24,380.000,304,1,08-12-2021
RedDoorz near Velodrome ,Kedungkandang,Free Wifi,,,,203.368,5,179.676,143,1,08-12-2021
"Hotel PajajaranBlimbing, 
 
 
 ",Blimbing,Free Wifi,7.4,Sangat Baik,7,328.176,5,187.061,149,1,08-12-2021
"Gress VillaBatu, 
 
 
 ",Batu,Free Wifi,9.8,Istimewa,3,224.324,5,213.108,170,1,08-12-2021
RedDoorz Syariah @ Jalan Buring ,Klojen,Free Wifi,7.6,Sangat Baik,1,328.158,5,171.463,137,1,08-12-2021
RedDoorz Syariah @ Tatasurya Guesthouse ,Lowokwaru,Free Wifi,10I,stimewa,1,233.148,5,121.820,97,1,08-12-2021
"RedDoorz near Paralayang BatuBatu, 
 
 
 ",Batu,Free Wifi,8.3,Luar Biasa,3,242.526,5,126.720,101,1,08-12-2021
"Helena Guest HouseKlojen, 
 
 
 ",Klojen,Free Wifi,7.6,Sangat Baik,1,250.000,5,237.500,190,1,08-12-2021
"Putri Utari Guest HouseDau, 
 
 
 ",Dau,Free Wifi,8.0,Sangat Baik,1,300.000,33,200.000,160,1,08-12-2021
"RedDoorz Syariah near Gor Ken ArokKedungkandang, 
 
 
 ",Kedungkandang,Free Wifi,9.2,Istimewa,2,259.473,5,135.575,108,1,08-12-2021
"RedDoorz near Stasiun LawangLawang, 
 
 
 ",Lawang,Free Wifi,5.2,,5.2,244.210,5,127.600,102,1,08-12-2021
